,title,artist,full,reff,emotion
102,tak pernah ternilai,last child,kau menyiksaku di sini. dalam rasa bersalah yang kini. membunuhku secara perlahan. kau selalu menghindar dari. aku yang selalu mencoba ungkapkan semua. lewat tatap mata ini. ternyata maafmu tidak pernah pantas untukku. kau anggap aku tidak ada. dan kau tidak pernah mengenal diriku. setidaknya diriku pernah berjuang. meski tidak pernah ternilai di matamu. setidaknya akupernah menanti. terkapar melawan sepi hatiku. yang tidak pernah bisa berhenti mencintaimu. kau menghukum hati ini. hati yang dulu kau yakini. takkan pernah kecewakanmu. kau memutuskan untuk pergi. belum akusempat memohon dan mengemis. agar kau tetap di sini. ternyata sedalam itu kau benci diriku. kau anggap akutidak terlihat. meski akutepat di depan matamu. setidaknya diriku pernah berjuang. meski tidak pernah ternilai di matamu. setidaknya akupernah menanti. terkapar melawan sepi hatiku. yang tidak pernah bisa berhenti mencintaimu. setidaknya diriku pernah berjuang. meski tidak pernah ternilai di matamu. setidaknya akupernah menanti. terkapar melawan sepi hatiku. yang tidak pernah bisa berhenti ho o . setidaknya diriku pernah berjuang. meski tidak pernah ternilai di matamu. setidaknya akupernah menanti. terkapar melawan sepi hatiku. yang tidak pernah bisa berhenti mencintaimu,setidaknya diriku pernah berjuang. meski tidak pernah ternilai di matamu. setidaknya akupernah menanti. terkapar melawan sepi hatiku. yang tidak pernah bisa berhenti mencintaimu,sedih
103,pura-pura lupa,mahen,pernah aku jatuh hati. padamu sepenuh hati. hidup pun akan kuberi. apapun kan aku lakui. tapi tidak pernah aku bermimpi. kau tinggalkan aku pergi. tanpa tahu rasa ini. ingin rasa aku membenci. tiba tiba kamu datang. saat kau telah dengan dia. semakin hancur hatiku. jangan datang lagi cinta. bagaimana aku bisa lupa. padahal kau tahu keadaannya. kau bukanlah untukku. jangan lagi rindu cinta. aku tidak mau ada yang terluka. bahagiakan dia aku tidak apa. biar aku yang pura pura lupa. oh oh. tiba tiba kamu datang. saat kau telah dengan dia. semakin hancur hatiku. jangan datang lagi cinta. bagaimana aku bisa lupa. padahal kau tahu keadaannya. kau bukanlah untukku. jangan lagi rindu cinta. aku tidak mau ada yang terluka. bahagiakan dia aku tidak apa. biar aku yang pura pura lupa. jangan datang lagi cinta. bagaimana aku bisa lupa. padahal kau tahu keadaannya. kau bukanlah untukku oh . jangan lagi rindu cinta. aku tidak mau ada yang terluka. bahagiakan dia aku tidak apa bahagiakan dia . biar aku yang pura pura lupa. oh. bahagiakan dia aku tidak apa. biar aku yang pura pura lupa,jangan datang lagi cinta. bagaimana aku bisa lupa. padahal kau tahu keadaannya. kau bukanlah untukku. jangan lagi rindu cinta. aku tidak mau ada yang terluka. bahagiakan dia aku tidak apa. biar aku yang pura pura lupa,sedih
104,puisi,jikustik,aku yang pernah engkau kuatkan. aku yang pernah kau bangkitkan. aku yang pernah kau beri rasa. saat aku terjaga. hingga aku terlelap nanti. selama itu aku akan selalu mengingat mu. kapan lagi kutulis untuk mu . tulisan tulisan indahku yang dulu. pernah warnai dunia. puisi terindahku hanya untuk mu. mungkinkah kau akan kembali lagi . menemaniku menulis lagi. kita arungi bersama. puisi terindahku hanya untuk mu. saat aku terjaga. hingga aku terlelap nanti. selama itu aku akan selalu mengingat mu. kapan lagi kutulis untuk mu haa i aa i aa . tulisan tulisan indahku yang dulu. pernah warnai dunia. puisi terindahku hanya untuk mu. mungkinkah kau akan kembali lagi haa i aa i aa . menemaniku menulis lagi. kita arungi bersama haa aa aa . puisi terindahku hanya untuk mu. kapan lagi kutulis untuk mu haa i aa i aa . tulisan tulisan indahku yang dulu. pernah warnai dunia. puisi terindahku hanya untuk mu. mungkinkah kau akan kembali lagi haa i aa i aa . menemaniku menulis lagi. kita arungi bersama haa aa aa . puisi terindahku hanya untuk mu,kapan lagi kutulis untukmu. tulisan tulisan indahku yang dulu. pernah warnai dunia. puisi terindahku hanya untukmu. mungkinkah kau akan kembali lagi. menemaniku menulis lagi. kita arungi bersama. puisi terindahku hanya untukmu,bahagia
105,lugu,celine ft nadya,kunikmati kebahagiaan ini. tidak mengapa tidak ada dirimu. ada teman teman yang menemani. aku sudah tidak bodoh lagi. seperti waktu kau bohongi aku. sampai aku tertipu. tapi akhirnya aku move on dari mu. aku memang masih lugu hanya tau kamu. dan tidak berpikir untuk dekat yang lain. kini aku tau kamu aku tau asli mu. sorry sorry aku sudah lupakan kamu. akhirnya aku bisa lupakan kamu. kamu yang pernah baperin aku. cukup cukup sudah tidak mau lagi. aku sudah tidak bodoh lagi. seperti waktu kau bohongi aku. sampai aku tertipu. tapi akhirnya aku move on dari mu. aku memang masih lugu hanya tau kamu. dan tidak berpikir untuk dekat yang lain. kini aku tau kamu aku tau asli mu. sorry sorry aku sudah lupakan kamu. tidak kan lagi aku tertipu oleh bujuk rayumu. tidak kan mempan gombalan mu lagi. aku memang masih lugu hanya tau kamu. dan tidak berpikir untuk dekat yang lain. kini aku tahu kamu aku tau asli mu. sorry sorry aku sudah lupakan kamu. aku memang masih lugu hanya tau kamu. dan tidak berpikir untuk dekat yang lain. kini aku tahu kamu aku tau asli mu. sorry sorry aku sudah lupakan kamu. aku memang masih lugu hanya tau kamu. dan tidak berpikir untuk dekat yang lain. kini aku tahu kamu aku tau asli mu. sorry sorry aku sudah lupakan kamu. aku memang masih lugu hanya tau kamu. dan tidak berpikir untuk dekat yang lain. kini aku tahu kamu aku tau asli mu. sorry sorry aku sudah lupakan kamu. sorry sorry aku sudah move on dari mu. sorry sorry aku sudah lupakan kamu,ku memang masih lugu hanya tau kamu. dan tidak berpikir untuk dekat yang lain. kini aku tau kamu aku tau asli mu. sorry sorry aku sudah lupakan kamu,marah
106,"tentang aku, kau, dan dia",kangen band,selayaknya engkau tahu. betapa aku mencintaimu. kau tenangkanku dari mimpi burukku. selayaknya kau mengerti. betapa engkau aku kagumi. kau telah tinggal di dalam palung hati. betapa hancur hatiku. melihat engkau bersamanya. namun aku mencoba untuk tegar menghadapinya. jangan kau menangis lagi. tidak sanggup aku melihatnya. sekarang kau pilih diriku atau dirinya. kau tuliskan cerita tentang engkau dan dia. yang membuat hatiku semakin terluka. sudah usai sudah cerita engkau dan aku. aku anggap sebagai bingkisan kalbu. aku tulis cerita tentang aku dan dia. sehingga membuatmu terluka. sudah usai sudah jangan menangis lagi. kurasa sampailah di sini. kau tuliskan cerita tentang engkau dan dia. membuat hatiku semakin terluka. sudah usai sudah cerita engkau dan aku. aku anggap sebagai bingkisan kalbu. kau tuliskan cerita tentang engkau dan dia. yang membuat hatiku semakin terluka. sudah usai sudah cerita engkau dan aku. aku anggap sebagai bingkisan kalbu. aku tulis cerita tentang aku dan dia. sehingga membuatmu terluka. sudah usai sudah jangan menagis lagi. kurasa sampailah di sini. aku tulis cerita tentang aku dan dia. sehingga membuatmu terluka. sudah usai sudah jangan menagis lagi. kurasa sampailah di sini kasih,kau tuliskan cerita tentang engkau dan dia. yang membuat hatiku semakin terluka. sudah usai sudah cerita engkau dan aku. aku anggap sebagai bingkisan kalbu. aku tulis cerita tentang aku dan dia. sehingga membuatmu terluka. sudah usai sudah jangan menangis lagi. kurasa sampailah di sini,sedih
107,asmalibrasi,soegi bornean,asmara telah terkalibrasi frekuensi yang sama. saatnya untuk mengikat janji merangkum indahnya. laras rasa nihil ragu. biar biarlah merayu di ruang biru. bias kita jadi taksu gairah kalbu mendayu. sabda diramu. jadikan hanya aku satu satunya. sang garwa pambage sang pelipur lara. nyanyikan akukidung setia. jadikan hanya aku satu satunya. sang garwa pambage sang pelipur lara. nyanyikan akukidung setia. kini saatnya merangkai binar asmara. melebur untuk satukan ego dalam indahnya. berdansa dalam bahtera mahligai rasa. merajut ketulusan jiwa. mengabdi dalam indahnya kalbu. mengukir ruang renjana selamanya. jadikan hanya aku satu satunya. sang garwa pambage sang pelipur lara. nyanyikan akukidung setia. jadikan hanya aku satu satunya. sang garwa pambage sang pelipur lara. nyanyikan akukidung setia. berdansa dalam bahtera mahligai rasa. merajut ketulusan jiwa. mengabdi dalam indahnya kalbu. mengukir ruang renjana selamanya. jadikan hanya aku satu satunya. sang garwa pambage sang pelipur lara. nyanyikan akukidung setia. jadikan hanya aku satu satunya. sang garwa pambage sang pelipur lara. nyanyikan akukidung setia. asmara telah terkalibrasi. asmara telah terkalibrasi. dan jadikan akukidung setia. asmara telah terkalibrasi. asmara telah terkalibrasi. dan jadikan akukidung setia,jadikan hanya aku satu satunya. sang garwa pambage sang pelipur lara. nyanyikanku kidung setia. jadikan hanya aku satu satunya. sang garwa pambage sang pelipur lara. nyanyikanku kidung setia,bahagia
108,yang terlupakan,iwan fals ft noah,denting piano. kala jemari menari. nada merambat pelan. di kesunyian malam. saat datang rintik hujan. bersama sebuah bayang. yang pernah terlupakan. hati kecil berbisik. untuk kembali padanya. seribu kata menggoda. seribu sesal di depan mata. seperti menjelma. waktu aku tertawa. kala memberimu dosa. oh maafkanlah. oh maafkanlah. rasa sesal di dasar hati. diam tidak mau pergi. haruskah aku lari dari kenyataan ini. pernah aku mencoba untuk sembunyi. namun senyummu tetap mengikuti. hati kecil berbisik. untuk kembali padanya. seribu kata menggoda. seribu sesal di depan mata. seperti menjelma. waktu aku tertawa. kala memberimu dosa. rasa sesal di dasar hati. diam tidak mau pergi. haruskah aku lari dari kenyataan ini. pernah aku mencoba untuk sembunyi. namun senyummu tetap mengikuti. rasa sesal di dasar hati. diam tidak mau pergi. haruskah aku lari dari kenyataan ini. pernah aku mencoba untuk sembunyi. namun senyummu tetap mengikuti. rasa sesal di dasar hati. diam tidak mau pergi. haruskah aku lari dari kenyataan ini. pernah aku mencoba untuk sembunyi. namun senyummu tetap mengikuti,rasa sesal di dasar hati. diam tidak mau pergi. haruskah aku lari dari kenyataan ini. pernah aku mencoba untuk sembunyi. namun senyummu tetap mengikuti,sedih
109,izinkan aku mendua,geisha,kini aku larut dilema. jebakan asmara. dimana kini aku rasa. adanya antara kalian berdua. semua aku rasa. cintamu cintanya. daripada aku berdusta. lebih baik aku bertanya. bolehkah aku mendua. jujurku berkata. kalian berdua. semua aku rasa. hatimu hatinya. semua berharga untuk cinta. izinkan aku mendekatinya sayang. meski aku tau ini gila untukmu. izinkan aku mencintainya sayang. karena dia juga merebut hatiku. menikah saja wajar kedua kali. mengapa tidak pacaran. semua berharga untuk cinta. izinkan aku mendekatinya sayang. meski aku tau ini gila untukmu. izinkan aku mencintainya sayang. karena dia juga merebut hatiku. izinkan aku mendekatinya sayang. meski aku tau ini gila untukmu. izinkan aku mencintainya sayang. karena dia juga merebut hatiku. menikah saja wajar kedua kali. mengapa tidak pacaran. pacaran . pacaran,izinkan aku mendekatinya sayang. meski aku tau ini gila untukmu. izinkan aku mencintainya sayang. karena dia juga merebut hatiku. menikah saja wajar kedua kali. mengapa tidak pacaran,takut
110,kamu & kenangan,maudy ayunda,seusai itu senja jadi sendu awan pun mengabu. kepergianmu menyisakan duka dalam hidupku. akumemintal rindu menyesali waktu mengapa dahulu. tidak kuucapkan aku mencintaimu sejuta kali sehari. walau masih bisa senyum. namun tidak selepas dulu. kini aku kesepian. kamu dan segala kenangan. menyatu dalam waktu yang berjalan. dan aku kini sendirian. menatap dirimu hanya bayangan. tidak ada yang lebih pedih. daripada kehilangan dirimu. cintaku tidak mungkin beralih. sampai mati hanya cinta padamu padamu . ho o o o oh . walau masih bisa senyum. namun tidak selepas dulu. kini aku kesepian. kamu dan segala kenangan kenangan . menyatu dalam waktu yang berjalan berjalan . dan aku kini sendirian. menatap dirimu hanya bayangan hanya bayangan. o o oh . daripada kehilangan dirimu. cintaku tidak mungkin beralih. sampai mati hanya cinta padamu. tidak ada yang lebih pedih. daripada kehilangan dirimu. cintaku tidak mungkin beralih. sampai mati hanya cinta padamu. akumencintamu mencintamu . kamu kamu dan kenangan,kamu dan segala kenangan. menyatu dalam waktu yang berjalan. dan aku kini sendirian. menatap dirimu hanya bayangan. tidak ada yang lebih pedih. daripada kehilangan dirimu. cintaku tidak mungkin beralih. sampai mati hanya cinta padamu padamu,sedih
111,perahu kertas,maudy ayunda,perahu kertasku akan melaju. membawa surat cinta bagimu. kata kata yang sedikit gila. tapi ini adanya. perahu kertas mengingatkanku. betapa ajaibnya hidup ini. mencari cari tambatan hati. kau sahabatku sendiri. hidupkan lagi mimpi mimpi cinta cinta . cita cita cinta cinta . yang lama kupendam sendiri. berdua aku bisa percaya. aku bahagia. kau telah terlahir di dunia. dan kau ada. di antara miliaran manusia. dan aku bisa. dengan radarku. menemukanmu. tiada lagi yang mampu berdiri. halangi rasaku cintaku padamu. aku bahagia. kau telah terlahir di dunia. dan kau ada. di antara miliaran manusia. dan aku bisa. dengan radarku. menemukanmu. oh bahagia. kau telah terlahir di dunia. dan kau ada. di antara miliaran manusia. dan aku bisa. dengan radarku. menemukanmu,ku bahagia. kau telah terlahir di dunia. dan kau ada. di antara miliaran manusia. dan aku bisa. dengan radarku. menemukanmu. tiada lagi yang mampu berdiri. halangi rasaku cintaku padamu,bahagia
112,seperti kisah,rizky febian,seperti kisah yang pernah ada. kaulah bidadari hati. kita bersama buat cerita. cinta antara kita. kupernah terluka. kadang tidak berdaya. kau sih lalu ada. buatku tertawa. dan lupakan lara. tidak tahu bagaimana. aku tanpa dirimu. tidak pernah terbayangkan. sepi merindu. kumohon padamu. tetaplah kau di sampingku. hilangkan ragu. semua yang kan menggangu. kucinta padamu kasihku oh ho. kita bersama buat cerita. cinta antara kita. kupernah terluka. kadang tidak berdaya. kau sih lalu ada. buatku tertawa. dan lupakan lara ho. tidak tahu bagaimana. aku tanpa dirimu. tidak pernah terbayangkan. sepi merindu. kumohon padamu. tetaplah kau di sampingku. hilangkan ragu. semua yang kan menggangu. kucinta padamu kasihku. biarkan cita yang jadi saksinya. kita kan selalu bersama huwo. merangkai di setiap kisah semua. dengan dirimu untuk selamanya. tidak tahu bagaimana. aku tanpa dirimu. tidak pernah terbayangkan. sepi merindu. kumohon padamu. tetaplah kau di sampingku. hilangkan ragu. semua yang kan menggangu. kucinta padamu kasihku. bila rindu pun melanda terhadapku. terasa hati gelisah. bila rindu pun melanda terhadapku. terasa hati gelisah,tak tahu bagaimana. aku tanpa dirimu. tidak pernah terbayangkan. sepi merindu. kumohon padamu. tetaplah kau di sampingku. hilangkan ragu. semua yang kan menggangu. kucinta padamu kasihku oh ho,bahagia
113,sial,mahalini,sampai saat ini tidak terpikir olehku. aku pernah beri rasa pada orang sepertimu. seandainya sejak awal tidak kuyakinkan diriku. tutur kata yang sempurna tidak sebaik yang kukira. andai aku tahu semua akan sia sia. takkan kuterima cinta sesaatmu. bagaimana dengan aku terlanjur mencintaimu . yang datang beri harapan lalu pergi dan menghilang. tidak terpikirkan olehmu hatiku hancur karenamu. tanpa sedikit alasan pergi tanpa berpamitan. takkan kuterima cinta sesaatmu. seandainya sejak awal tidak kuyakinkan diriku. tutur kata yang sempurna tidak sebaik yang kukira. andai aku tahu semua akan sia sia. takkan kuterima cinta sesaatmu. bagaimana dengan aku terlanjur mencintaimu . yang datang beri harapan lalu pergi dan menghilang. tidak terpikirkan olehmu hatiku hancur karenamu. tanpa sedikit alasan pergi tanpa berpamitan. tidak akan kuterima cinta sesaatmu. sial sialnya aku bertemu dengan cinta semu. tertipu tutur dan caramu. seolah cintaiku cintaiku . puas kaucurangi aku . bagaimana dengan aku terlanjur mencintaimu cintaimu . yang datang beri harapan lalu pergi dan menghilang. tidak terpikirkan olehmu hatiku hancur karenamu. tanpa sedikit alasan pergi tanpa berpamitan. takkan kuterima cinta sesaatmu,bagaimana dengan aku terlanjur mencintaimu . yang datang beri harapan lalu pergi dan menghilang. tidak terpikirkan olehmu hatiku hancur karenamu. tanpa sedikit alasan pergi tanpa berpamitan. tidak akan kuterima cinta sesaatmu. sial sialnya aku bertemu dengan cinta semu. tertipu tutur dan caramu. seolah cintaiku cintaiku . puas kaucurangi aku,marah
114,bukan milikmu lagi,agnes monica,takkan bisa diriku. seperti yang kau mau. karena diriku bukan milikmu lagi. heyya hey ya yang takkan pernah terhapus. dan tidak terlupakan. dari dirimu. lelaki yang pernah bersamaku. dan mencintaiku sepenuh hatimu. tapi ternyata kau pergi. tinggalkan diriku. cinta dan sluruh mimpiku. kau takkan bisa jadikan diriku. seperti yang kau mau. karena aku bukan milikmu. aku adalah wanita yang pernah. kau sakiti tapi kau tahu. aku bukan milikmu lagi. ku bukan milikmu lagi . takkan bisa diriku. seperti yang kau mau. takkan pernah kusesali. dan aku ragukan keputusan ini. sebab hidup takkan berhenti sampai disini. hanya karena dirimu. tapi ternyata kau pergi. tinggalkan diriku cintaku. dan sluruh mimpiku,kau takkan bisa jadikan diriku. seperti yang kau mau. karena aku bukan milikmu. aku adalah wanita yang pernah. kau sakiti tapi kau tahu. aku bukan milikmu lagi. ku bukan milikmu lagi . takkan bisa diriku. seperti yang kau mau. takkan pernah kusesali. dan aku ragukan keputusan ini. sebab hidup takkan berhenti sampai disini. hanya karena dirimu,marah
